14,7,0,418,4659,3941
15,10,0,1951,22843,8651
20,1,-1,274,8718,755
20,5,-1,35,5960,1069
6,10,0,379,5514,1077
6,3,1,92,369,1159
17,6,1,49,2658,1731
14,9,1,342,3415,1820
21,4,0,201,345,4268
21,8,0,323,1166,3030
9,3,1,119,224,2800
20,10,0,820,28762,4097
16,7,0,295,4379,3046
14,2,0,40,3557,5377
19,5,0,53,4216,1844
16,10,0,1727,21443,7595
14,10,-1,1496,15294,6443
19,7,-2,27,1361,491
8,10,-2,189,1861,818
16,5,-2,8,950,882
12,6,-2,106,902,1221
15,4,-1,41,1952,2299
15,2,-1,17,1942,2318
11,10,-1,1036,4447,5423
7,6,0,164,621,1063
10,10,0,2493,7276,7228
14,1,0,571,6121,2178
11,8,0,281,1281,3159
13,8,0,555,5220,3930
11,4,0,165,300,3846
6,6,1,277,714,671
20,8,0,79,8831,1482
13,5,0,362,3705,5282
14,6,1,247,3035,3042
19,1,1,100,2214,428
21,10,0,1372,6080,7257
5,2,1,76,221,818
17,10,0,1455,19835,6275
11,5,1,181,406,3233
12,5,1,303,2522,3914
16,4,1,32,2837,2508
12,7,1,306,2762,2743
15,6,1,213,2949,2517
15,3,2,14,1363,1342
12,10,2,645,6454,2587
14,6,2,108,1451,1412
20,10,1,398,14619,2086
21,4,1,90,168,2223
21,5,0,221,555,4109
9,5,0,138,479,2266
18,4,1,31,2544,1302
9,8,2,100,441,745
16,5,2,29,1313,1085
10,8,3,37,178,422
16,8,3,38,612,311
19,7,3,8,424,172
5,5,4,9,44,49
11,2,5,7,1,142
15,10,5,29,378,135
21,10,5,21,77,100
21,8,5,3,18,40
12,10,4,120,1213,438
13,2,0,53,3146,6247
16,2,0,30,4049,3615
19,4,0,47,4182,1909
16,3,1,24,2783,2386
17,8,1,161,2395,1263
16,8,1,198,2840,1593
7,10,1,372,4591,1387
13,3,2,67,1071,1897
18,9,1,148,2425,863
13,7,1,298,2911,2776
21,10,1,706,3057,3798
16,5,1,47,2882,2300
19,7,2,15,1057,390
16,7,2,83,1202,845
17,9,2,74,1221,486
15,5,3,24,596,546
19,2,2,13,1187,544
5,3,3,15,56,131
16,4,4,1,264,202
15,10,3,201,2468,828
19,3,4,0,205,99
20,4,4,3,433,112
13,10,5,39,388,162
18,10,4,51,686,178
16,8,5,6,109,28
16,10,4,81,967,265
12,2,5,2,73,144
16,9,5,4,114,35
4,7,6,0,3,1
13,3,0,136,3165,5910
13,9,1,334,3531,2028
16,9,1,218,3000,1351
18,9,0,273,4513,1688
15,2,0,41,3865,4407
17,3,0,46,4158,3023
20,7,0,68,8617,1539
20,6,-1,57,6042,1035
12,10,-1,1775,15824,7132
15,10,-1,1386,14641,5933
13,5,-1,190,1783,2708
15,9,0,524,5275,2821
11,10,0,1746,8034,9593
9,10,0,1280,8295,4852
14,8,0,496,4862,3569
16,8,0,370,4881,2733
19,10,-1,727,13926,3256
13,6,-1,220,1990,2412
15,6,0,335,4079,3725
12,3,-1,152,1324,3240
11,3,1,126,136,3551
15,3,1,30,2712,2939
13,5,1,268,2708,3735
13,6,0,409,4135,5039
15,10,1,988,12073,4392
6,10,1,254,3726,767
11,1,2,217,586,541
19,1,-1,195,3611,687
15,6,-1,158,2030,1981
10,3,0,129,131,3347
9,7,0,199,910,2365
21,10,-1,1618,7247,8795
21,1,-1,680,1912,1807
16,4,-1,31,2049,1897
13,4,0,313,3470,5680
18,6,-1,44,2499,1327
17,6,-1,42,2455,1547
10,6,-1,91,289,1411
15,8,-1,222,2631,1886
10,10,-1,1377,4019,4082
16,10,-1,1114,14253,5272
18,10,-2,437,6771,1925
15,5,-1,87,2001,2114
14,6,-1,170,2012,2241
6,8,-1,46,522,225
10,7,0,224,873,3020
19,2,1,26,2395,1121
14,1,1,306,3217,1138
10,1,1,246,1275,1039
19,3,1,29,2431,1137
20,6,1,25,4637,914
13,8,1,349,3168,2382
12,4,0,366,3073,5893
17,6,0,85,4443,2814
21,7,-1,208,695,2678
18,1,-1,197,3767,895
16,3,0,27,4198,3581
8,10,0,778,8072,3251
13,7,0,476,4642,4581
20,10,-1,736,33875,4089
18,10,-1,918,14670,4044
6,10,-1,204,2876,600
19,4,-1,25,2432,1060
12,10,0,2708,24114,10649
19,7,0,68,4282,1578
15,4,0,59,3941,4301
12,2,0,116,2608,6131
20,7,-1,48,6811,1106
13,10,-1,1592,15689,7000
19,8,-2,29,1372,457
13,4,-1,140,1700,2833
14,3,0,57,3593,5161
20,2,-1,14,5986,1157
16,3,-1,27,2132,1953
20,9,-1,60,6936,1001
5,4,2,57,165,279
7,10,2,194,2195,628
7,8,0,202,1352,774
18,10,0,1182,18722,5010
13,9,0,637,5510,3422
9,9,0,510,1488,1548
8,10,1,537,5419,2158
16,1,1,216,2942,880
12,10,1,1572,13616,5823
18,7,1,39,2331,1090
18,10,1,546,9073,2425
7,7,1,255,781,761
13,2,1,37,2302,4512
15,8,1,263,3008,1865
18,1,1,146,2307,528
11,4,2,58,127,1576
17,1,1,193,2582,667
4,2,2,18,59,139
13,10,1,1399,13807,5705
12,3,1,223,2018,4350
8,6,1,166,713,1820
15,1,0,461,5815,2024
20,6,0,67,9082,1710
15,1,-1,325,3857,1391
19,9,-1,135,2925,850
18,2,-1,24,2489,1413
16,7,-1,162,2570,1861
10,2,0,113,28,3477
17,1,-1,265,3817,1099
17,3,-1,23,2362,1606
19,7,-1,47,2943,1096
18,5,-1,27,2548,1303
20,1,-2,116,3877,374
19,10,-3,121,2904,651
7,4,-2,25,90,317
9,10,-2,335,2096,1233
6,6,-2,42,141,132
14,3,-2,12,838,1231
11,7,-1,120,498,1726
20,10,-2,321,14654,1781
18,9,-3,41,617,213
15,7,-3,45,521,427
12,8,-3,64,504,471
14,10,-3,297,2974,1456
15,2,-2,7,923,1058
19,1,-3,31,748,162
17,5,0,73,4296,2917
13,7,-1,264,2596,2559
7,7,0,339,985,997
19,3,-1,23,2433,1147
21,2,-1,86,15,3105
10,6,0,203,548,2932
17,9,0,292,4778,1983
20,9,0,110,8574,1369
13,1,0,673,6446,2541
17,8,0,291,4454,2240
18,6,0,53,4433,2211
19,3,0,40,4201,1916
18,6,1,45,2655,1270
17,7,0,225,4235,2567
9,10,1,839,5365,3137
15,1,1,251,3234,993
15,2,1,24,2659,2963
18,4,0,50,4300,2344
21,10,-2,745,3051,3850
15,10,-2,613,6910,2862
16,9,-2,123,1301,647
20,8,-2,23,3272,501
6,9,-2,20,268,106
20,4,0,50,8869,1812
13,10,0,2660,25094,10761
17,10,-1,1073,15092,4817
12,7,0,504,4481,4687
15,3,0,38,3865,4381
16,9,0,385,5084,2380
19,6,0,62,4434,1828
14,10,0,2397,23633,9762
5,10,0,219,4109,553
11,1,0,702,2106,2074
21,2,0,125,22,4679
18,8,0,183,4375,1814
12,7,-1,300,2423,2684
16,9,-1,234,2942,1401
21,7,-2,103,383,1287
12,8,-1,331,2719,2330
13,9,-1,322,3138,1933
11,9,0,317,1567,2786
16,6,0,176,4059,3283
14,1,-1,393,3894,1482
12,9,0,613,5695,3341
11,5,0,213,508,3701
12,6,0,482,3789,5040
14,4,1,119,2457,3464
14,5,1,219,2768,3178
6,7,2,50,333,191
10,9,2,115,476,812
20,5,2,12,2149,510
19,8,1,44,2211,803
13,4,2,131,1205,1839
18,10,2,272,4184,1115
18,8,1,120,2242,940
5,5,2,77,207,207
10,3,3,27,20,609
20,10,3,86,2716,379
13,10,3,287,2754,1066
21,10,3,149,557,691
14,6,3,47,596,595
6,2,1,90,266,1313
11,10,1,1066,4944,5919
10,10,1,1583,4427,4416
18,1,0,306,4785,1113
10,5,0,162,430,3101
20,2,0,39,8750,1886
17,4,1,42,2693,1746
19,10,1,476,8489,1817
15,7,1,206,2909,2040
10,9,1,271,971,1703
4,6,2,12,172,62
20,9,1,52,4171,742
13,10,2,646,6495,2635
14,10,1,1213,12911,5127
15,7,0,365,4565,3646
21,5,-2,82,153,1243
15,1,-2,172,1689,660
13,6,-2,104,878,1151
12,9,-2,150,1379,878
15,6,-2,61,928,947
10,8,-2,62,239,661
11,6,1,209,581,3001
17,10,-2,479,6996,2352
17,2,-2,5,1122,797
7,8,-2,37,265,167
14,5,-2,66,881,1119
13,10,-2,834,7277,3411
9,2,-1,62,49,1397
14,1,-2,163,1830,714
18,4,-1,27,2530,1370
15,7,-1,186,2525,2150
21,2,-2,38,8,1479
18,1,-2,122,1696,445
20,7,-3,9,1486,200
14,3,-3,4,324,572
14,5,-3,30,362,503
11,1,-3,66,235,217
11,10,-3,214,906,1104
12,4,-2,66,732,1404
17,2,-3,3,468,309
17,3,-3,9,485,310
18,1,-5,9,113,28
15,7,-5,3,73,59
14,4,0,166,3668,4943
21,7,0,250,970,3366
9,2,0,101,109,2755
16,2,1,37,2740,2583
14,7,1,248,2755,2461
6,1,1,48,908,216
9,1,-1,144,1078,679
21,6,-1,172,497,2553
16,5,-1,32,2164,1800
11,2,0,151,21,4254
20,4,-1,31,5830,1190
18,9,-1,167,3133,1129
11,8,-1,148,664,1567
14,6,0,386,4188,4252
19,5,-1,28,2503,1042
19,8,0,96,4374,1533
8,2,0,117,174,1944
20,3,-1,30,6019,1111
11,2,-1,51,12,2045
21,5,-1,158,319,2725
12,2,-1,59,1281,3303
8,10,-1,383,3971,1559
12,3,0,277,2753,6138
17,7,-1,91,2835,1648
14,9,-1,297,3073,1859
10,9,0,360,1396,2248
4,10,0,76,2097,167
13,4,1,243,2617,3985
12,5,2,126,1271,1750
19,3,2,16,1111,500
11,5,2,79,187,1456
12,4,1,255,2311,4157
20,8,1,44,4064,748
19,1,0,240,4598,866
14,2,1,13,2626,3666
15,9,1,273,3171,1503
8,1,2,55,659,227
11,3,2,68,56,1624
7,5,3,22,115,295
18,9,2,77,1110,362
14,3,-1,20,1871,2650
