12,8,-1,331,2719,2330,417,4100,863
13,9,-1,322,3138,1933,450,4060,883
11,9,0,317,1567,2786,353,4317,0
16,6,0,176,4059,3283,2313,587,4618
14,1,-1,393,3894,1482,461,4386,922
12,9,0,613,5695,3341,752,8177,720
11,5,0,213,508,3701,339,2736,1347
12,6,0,482,3789,5040,741,5722,2848
14,4,1,119,2457,3464,1860,448,3732
14,5,1,219,2768,3178,498,2416,3251
6,7,2,50,333,191,0,574,0
10,9,2,115,476,812,0,1403,0
20,5,2,12,2149,510,0,0,2671
19,8,1,44,2211,803,237,0,2821
13,4,2,131,1205,1839,280,1277,1618
18,10,2,272,4184,1115,446,2638,2487
18,8,1,120,2242,940,1061,235,2006
5,5,2,77,207,207,0,491,0
10,3,3,27,20,609,52,372,232
20,10,3,86,2716,379,1053,290,1838
13,10,3,287,2754,1066,298,3506,303
21,10,3,149,557,691,117,0,1280
14,6,3,47,596,595,89,603,546
6,2,1,90,266,1313,123,1305,241
11,10,1,1066,4944,5919,0,11929,0
10,10,1,1583,4427,4416,0,10426,0
18,1,0,306,4785,1113,497,2879,2828
10,5,0,162,430,3101,269,2546,878
20,2,0,39,8750,1886,0,0,10675
17,4,1,42,2693,1746,0,0,4481
19,10,1,476,8489,1817,856,4232,5694
15,7,1,206,2909,2040,397,2414,2344
10,9,1,271,971,1703,0,2945,0
4,6,2,12,172,62,0,246,0
20,9,1,52,4171,742,422,0,4543
13,10,2,646,6495,2635,658,8347,771
14,10,1,1213,12911,5127,1430,14988,2833
15,7,0,365,4565,3646,661,4016,3899
21,5,-2,82,153,1243,0,0,1478
15,1,-2,172,1689,660,209,1751,561
13,6,-2,104,878,1151,180,1091,862
12,9,-2,150,1379,878,199,2024,184
15,6,-2,61,928,947,166,671,1099
10,8,-2,62,239,661,86,876,0
11,6,1,209,581,3001,291,2643,857
17,10,-2,479,6996,2352,723,5146,3958
17,2,-2,5,1122,797,0,0,1924
7,8,-2,37,265,167,0,469,0
14,5,-2,66,881,1119,161,719,1186
13,10,-2,834,7277,3411,916,9665,941
9,2,-1,62,49,1397,126,790,592
14,1,-2,163,1830,714,210,2087,410
18,4,-1,27,2530,1370,0,0,3927
15,7,-1,186,2525,2150,381,2111,2369
21,2,-2,38,8,1479,0,0,1525
18,1,-2,122,1696,445,168,972,1123
20,7,-3,9,1486,200,0,0,1695
14,3,-3,4,324,572,69,0,831
14,5,-3,30,362,503,78,334,483
11,1,-3,66,235,217,0,518,0
11,10,-3,214,906,1104,0,2224,0
12,4,-2,66,732,1404,171,981,1050
17,2,-3,3,468,309,0,0,780
17,3,-3,9,485,310,0,0,804
18,1,-5,9,113,28,14,69,67
15,7,-5,3,73,59,8,59,68
14,4,0,166,3668,4943,2728,650,5399
21,7,0,250,970,3366,0,0,4586
9,2,0,101,109,2755,232,1576,1157
16,2,1,37,2740,2583,0,0,5360
14,7,1,248,2755,2461,409,2990,2065
6,1,1,48,908,216,0,1172,0
9,1,-1,144,1078,679,0,1901,0
21,6,-1,172,497,2553,0,0,3222
16,5,-1,32,2164,1800,299,0,3697
11,2,0,151,21,4254,305,1711,2410
20,4,-1,31,5830,1190,0,0,7051
18,9,-1,167,3133,1129,340,1626,2463
11,8,-1,148,664,1567,208,1975,196
14,6,0,386,4188,4252,696,4030,4100
19,5,-1,28,2503,1042,0,0,3573
19,8,0,96,4374,1533,443,0,5560
8,2,0,117,174,1944,150,1419,666
20,3,-1,30,6019,1111,0,0,7160
11,2,-1,51,12,2045,170,815,1123
21,5,-1,158,319,2725,0,0,3202
12,2,-1,59,1281,3303,1400,374,2869
8,10,-1,383,3971,1559,0,5913,0
12,3,0,277,2753,6138,711,3523,4934
17,7,-1,91,2835,1648,1378,345,2851
14,9,-1,297,3073,1859,413,3547,1269
10,9,0,360,1396,2248,0,4004,0
4,10,0,76,2097,167,0,2340,0
13,4,1,243,2617,3985,570,2705,3570
12,5,2,126,1271,1750,252,1757,1138
19,3,2,16,1111,500,0,0,1627
11,5,2,79,187,1456,143,1058,521
12,4,1,255,2311,4157,546,3096,3081
20,8,1,44,4064,748,0,0,4856
19,1,0,240,4598,866,432,2246,3026
14,2,1,13,2626,3666,0,0,6305
15,9,1,273,3171,1503,393,3066,1488
8,1,2,55,659,227,0,941,0
11,3,2,68,56,1624,134,835,779
7,5,3,22,115,295,29,403,0
18,9,2,77,1110,362,125,644,780
14,3,-1,20,1871,2650,325,0,4216
17,2,-1,15,2372,1606,0,0,3993
7,3,1,116,346,1767,174,1714,341
20,1,1,150,3781,414,351,1402,2592
21,1,0,559,1542,1549,1128,0,2522
11,8,1,233,900,2089,213,2787,222
12,8,1,334,3239,2340,461,4585,867
13,5,2,107,1374,1783,257,1536,1471
18,2,2,6,1160,667,0,0,1833
9,2,2,45,45,1276,93,772,501
20,3,2,9,2166,534,0,0,2709
21,6,2,66,175,870,0,0,1111
12,9,2,181,1690,957,197,2426,205
19,10,2,238,3793,863,334,1973,2587
12,7,2,158,1341,1263,193,1982,587
8,4,3,25,80,399,26,398,80
20,10,2,246,6738,922,2558,647,4701
13,7,2,150,1463,1213,202,1827,797
14,8,2,123,1442,965,187,1609,734
17,8,2,76,1196,573,142,709,994
18,3,0,50,4258,2383,0,0,6691
7,4,1,132,499,1611,174,1896,172
16,1,0,448,5759,1697,622,4913,2369
10,4,1,145,228,3099,288,2146,1038
6,1,-1,51,731,119,0,901,0
21,6,-2,80,215,1163,0,0,1458
14,10,-2,708,6947,3183,838,8208,1792
18,1,-3,42,803,189,84,467,483
17,6,-3,8,467,305,61,0,719
12,10,-3,386,3077,1497,407,4553,0
8,2,-2,25,36,474,42,337,156
16,7,-3,33,498,354,69,305,511
18,3,-3,3,485,299,0,0,787
16,3,-2,15,957,900,0,0,1872
15,10,-3,296,2990,1245,357,3128,1046
18,1,-4,22,348,73,36,185,222
11,2,-3,7,1,384,26,163,203
17,8,-3,38,588,320,54,335,557
16,10,1,915,11266,3826,1185,10023,4799
9,9,-1,250,735,705,0,1690,0
19,2,-1,24,2391,1136,0,0,3551
19,1,-2,86,1682,328,177,800,1119
14,8,-2,116,1219,979,175,1403,736
6,1,-2,27,335,61,0,423,0
18,7,-2,42,1355,693,143,0,1947
10,3,-1,75,69,1625,124,961,684
18,2,-2,5,1107,657,0,0,1769
9,3,0,124,210,2656,223,1880,887
16,6,1,128,2872,2159,1606,414,3139
12,2,2,34,942,2122,976,253,1869
20,7,1,36,4265,832,0,0,5133
12,9,-1,350,3039,2029,451,4533,434
12,8,0,610,4934,4090,739,7407,1488
18,8,-1,108,2840,1220,1252,311,2605
9,10,-3,133,899,575,0,1607,0
14,1,-3,63,793,281,101,882,154
14,9,-2,111,1355,828,185,1538,571
17,5,-2,6,1115,728,0,0,1849
20,10,-3,136,6620,749,2225,539,4741
20,3,-3,3,1203,239,0,0,1445
11,4,-2,40,67,854,78,500,383
12,5,-2,84,753,1313,153,1105,892
10,4,-1,55,120,1615,144,1071,575
7,10,-1,311,3551,997,0,4859,0
9,10,-1,685,4435,2740,0,7860,0
9,4,0,137,353,2552,229,2126,687
12,6,1,294,2911,3620,458,4243,2124
19,7,1,30,2207,839,0,0,3076
16,7,1,180,2539,1745,350,1774,2340
12,4,-1,182,1520,3013,355,2194,2166
17,5,-1,40,2415,1639,0,0,4094
21,9,-2,128,587,980,0,0,1695
5,2,-1,39,108,326,40,408,25
8,1,1,134,1325,543,0,2002,0
19,10,0,991,17793,3967,1648,8723,12380
13,6,1,334,3045,3467,528,3772,2546
15,5,1,118,2706,2764,1791,426,3371
14,2,-1,15,1716,2616,0,0,4347
13,1,-1,430,4096,1690,454,5319,443
14,5,-1,147,1903,2437,341,1681,2465
11,9,-1,154,829,1440,184,2239,0
6,3,-1,35,141,497,51,558,64
8,1,-1,103,983,450,0,1536,0
18,2,0,35,4134,2395,0,0,6564
12,1,0,718,6382,2452,696,8856,0
21,8,-1,251,981,2410,0,0,3642
5,10,-1,105,2131,265,0,2501,0
20,5,-2,12,2838,484,0,0,3334
7,6,-1,84,330,573,0,987,0
16,8,-1,193,2713,1567,343,2046,2084
11,8,-3,30,127,304,37,382,42
21,2,-3,10,1,590,0,0,601
17,4,-4,1,221,143,0,0,365
12,10,-4,145,1280,716,199,1942,0
12,9,-4,37,230,189,40,374,42
14,5,-4,8,164,218,40,129,221
8,3,0,112,230,1986,192,1580,556
10,3,1,129,128,3294,273,1961,1317
8,5,1,154,577,2020,210,2329,212
13,1,2,164,1680,554,177,2049,172
9,7,1,176,717,1744,199,2438,0
7,5,2,45,271,590,71,835,0
21,10,2,341,1488,1724,259,0,3294
17,1,0,352,5190,1366,499,3751,2658
10,7,1,168,583,2102,246,2384,223
8,2,1,123,199,2502,194,1789,841
18,3,1,23,2501,1385,0,0,3909
21,6,1,138,421,1901,0,0,2460
14,5,2,97,1275,1468,212,1117,1511
12,6,3,60,586,699,103,845,397
18,8,2,48,1094,458,527,114,959
10,1,3,51,305,221,0,577,0
13,4,3,47,545,823,106,591,718
17,9,-2,80,1448,627,165,955,1035
4,4,-2,15,47,51,0,113,0
13,7,-2,131,1188,1230,213,1455,881
15,9,-1,240,2970,1583,353,2907,1533
9,5,-1,80,216,1091,128,1051,208
13,10,-3,343,3090,1486,403,4120,396
12,7,-2,133,1092,1225,210,1622,618
10,9,-3,30,129,222,0,381,0
11,10,-2,468,2097,2483,0,5048,0
5,5,-1,61,195,199,0,455,0
12,10,-2,820,7113,3278,889,10322,0
15,3,-4,2,163,214,0,0,379
15,4,-3,6,359,441,66,0,740
13,8,-3,61,553,501,99,738,278
15,4,1,35,2792,2918,425,0,5320
10,5,2,77,177,1269,108,1085,330
12,4,2,122,1116,1919,243,1519,1395
20,9,2,25,1902,343,190,0,2080
21,1,1,265,731,795,539,0,1252
10,10,2,713,2065,2048,0,4826,0
18,1,2,59,1068,249,98,668,610
9,4,1,141,377,2646,221,2233,710
7,4,2,57,189,679,62,795,68
18,5,2,16,1265,623,0,0,1904
14,2,3,6,548,686,0,0,1240
15,10,2,462,5742,2005,599,5764,1846
13,2,2,28,1066,2014,253,0,2855
19,5,3,8,482,241,0,0,731
13,7,3,49,611,549,83,763,363
8,6,4,15,61,163,12,227,0
13,6,5,14,112,97,9,145,69
13,5,5,10,86,104,15,89,96
6,9,5,3,29,7,0,39,0
12,10,5,38,442,168,37,611,0
20,10,5,12,433,70,167,47,301
13,10,4,138,1261,474,139,1607,127
21,6,0,237,758,3750,0,0,4745
20,3,0,35,8733,1916,0,0,10684
9,1,0,234,2146,1256,0,3636,0
12,9,1,405,3393,2060,457,4969,432
17,8,-1,141,2906,1501,320,1752,2476
17,1,-2,151,1725,512,185,1290,913
8,6,-1,72,329,737,95,1043,0
14,5,0,304,3733,4696,657,3324,4752
12,1,1,402,3485,1340,419,4808,0
9,10,2,383,2460,1430,0,4273,0
18,7,2,25,1096,428,133,0,1416
10,1,2,122,650,455,0,1227,0
9,3,-1,59,108,1285,108,882,462
10,4,0,149,243,3131,311,2190,1022
19,6,1,30,2533,1023,0,0,3586
13,3,1,122,2400,4167,2084,540,4065
14,3,1,38,2615,3571,514,0,5710
17,5,1,42,2639,1810,0,0,4491
7,2,2,36,105,829,73,699,198
17,7,1,99,2307,1329,1217,269,2249
18,5,1,30,2525,1296,0,0,3851
18,7,0,76,4329,2055,509,0,5951
16,8,-2,88,1265,743,159,933,1004
11,9,-3,32,155,295,33,449,0
20,1,-3,50,1712,177,166,520,1253
20,5,-4,1,533,84,0,0,618
15,10,-4,122,1312,620,158,1356,540
9,2,-3,10,15,282,26,154,127
9,7,-3,20,74,218,28,284,0
16,2,-2,4,959,890,0,0,1853
12,8,-2,160,1222,1077,209,1852,398
13,3,-1,88,1539,2980,1329,318,2960
8,7,1,206,736,1258,0,2200,0
12,3,2,109,1012,2093,259,1276,1679
15,5,-2,40,847,992,554,129,1196
19,6,-2,10,1195,452,0,0,1657
9,8,-2,65,294,432,0,791,0
18,4,-2,11,1081,634,0,0,1726
13,4,-2,65,735,1359,178,778,1203
16,1,-2,136,1728,592,218,1459,779
21,8,-3,55,216,515,0,0,786
12,7,-3,76,482,544,93,746,263
13,10,-4,148,1313,666,199,1760,168
9,9,-3,40,138,144,0,322,0
20,7,-4,4,617,83,0,0,704
15,2,-4,1,158,210,0,0,369
9,4,-2,22,78,582,39,475,168
18,3,-2,11,1094,664,0,0,1769
18,7,-3,5,577,289,58,0,813
18,2,-3,4,480,284,0,0,768
6,5,0,108,475,741,0,1324,0
16,4,0,54,4095,3626,0,0,7775
7,9,0,154,1526,640,0,2320,0
13,2,-2,12,745,1471,164,0,2064
17,6,-2,22,1135,685,132,0,1710
21,8,-2,136,480,1107,0,0,1723
18,5,-2,9,1133,600,0,0,1742
10,9,-1,179,692,1168,0,2039,0
8,9,0,264,1624,925,0,2813,0
21,5,-3,35,62,574,0,0,671
12,2,1,60,2031,4650,2104,513,4124
20,2,1,24,4575,1056,0,0,5655
9,9,1,375,1151,1099,0,2625,0
9,1,2,76,625,378,0,1079,0
19,4,1,27,2438,1083,0,0,3548
13,1,1,354,3569,1376,403,4485,411
21,2,1,72,8,2459,0,0,2539
17,2,1,30,2587,1947,0,0,4564
17,3,1,25,2610,1839,0,0,4474
20,7,2,21,1842,379,0,0,2242
14,2,2,13,1169,1671,0,0,2853
20,2,2,10,2039,500,0,0,2549
18,3,2,8,1171,652,0,0,1831
15,2,3,2,535,599,0,0,1136
8,7,0,278,905,1573,0,2756,0
14,8,-1,260,2717,2064,431,3033,1577
9,8,1,246,935,1496,0,2677,0
20,1,0,282,7593,822,722,2650,5325
21,5,1,115,285,2122,0,0,2522
20,4,-2,17,2728,492,0,0,3237
20,7,-2,21,3354,524,0,0,3899
7,4,0,126,421,1359,147,1620,139
7,10,0,617,6937,2019,0,9573,0
19,2,0,39,4084,1992,0,0,6115
6,10,-2,91,1359,282,0,1732,0
17,10,-3,225,3089,1062,345,2241,1790
12,1,-3,80,770,361,83,1128,0
18,4,-4,2,203,121,0,0,326
13,3,-2,39,700,1410,670,131,1348
18,10,-3,168,3067,887,297,1750,2075
6,5,-3,7,36,77,0,120,0
14,7,-2,118,1160,1071,151,1242,956
10,6,-2,52,129,602,59,589,135
10,10,-2,581,1881,1893,0,4355,0
17,4,-2,6,1104,769,0,0,1879
14,4,-1,87,1832,2486,1325,327,2753
21,4,-2,59,103,1269,0,0,1431
16,10,-3,250,2813,1129,352,2500,1340
11,6,0,243,753,3355,345,3041,965
12,5,0,368,3441,5433,724,4941,3577
21,3,0,191,156,4503,0,0,4850
12,7,3,59,599,517,91,842,242
21,2,3,18,1,504,0,0,523
20,5,0,61,8885,1774,0,0,10720
5,8,1,63,724,195,0,982,0
20,3,1,21,4597,1065,0,0,5683
8,5,0,144,482,1720,182,1990,174
7,2,1,92,259,1840,153,1549,489
18,4,2,10,1198,637,0,0,1845
14,3,2,15,1208,1670,246,0,2647
20,4,1,32,4536,1048,0,0,5616
14,9,2,129,1615,784,187,1776,565
14,1,2,150,1527,547,179,1706,339
15,6,2,95,1382,1186,219,1023,1421
16,10,2,367,5255,1707,493,4678,2158
21,7,2,62,208,775,0,0,1045
12,1,-1,460,4108,1709,438,5839,0
7,5,0,131,519,1214,139,1725,0
16,10,-2,541,6534,2494,731,5780,3058
15,7,-2,96,1155,986,165,990,1082
12,5,-1,192,1710,2843,389,2531,1825
18,9,-2,93,1415,515,152,769,1102
20,10,-4,51,2955,354,896,232,2232
14,10,-5,57,419,216,63,506,123
15,10,-5,47,405,233,56,470,159
19,9,-5,2,87,23,34,5,73
21,9,-1,237,1233,2097,0,0,3567
6,4,-1,58,199,439,54,642,0
12,1,-2,214,1896,776,197,2689,0
13,5,-2,102,833,1185,154,944,1022
15,8,-2,104,1281,832,167,1136,914
20,10,-5,20,1083,139,331,88,823
16,5,-4,4,159,153,24,0,292
17,10,-5,39,463,169,50,318,303
5,10,-5,5,69,9,0,83,0
9,8,-6,2,2,11,0,15,0
17,4,-6,0,24,23,0,0,47
11,1,1,410,1302,1234,0,2946,0
7,9,2,57,566,231,0,854,0
12,6,2,188,1391,1630,216,2011,982
19,4,2,14,1203,471,0,0,1688
17,10,2,329,4640,1369,507,3528,2303
5,10,2,62,1273,173,0,1508,0
8,5,3,25,122,381,34,465,29
15,6,3,53,633,468,76,481,597
9,8,4,17,87,138,0,242,0
13,4,4,19,234,344,51,249,297
11,7,4,23,55,207,16,232,37
14,6,4,26,292,287,62,317,226
13,3,4,15,230,360,195,55,355
14,10,4,80,1097,384,99,1234,228
14,4,5,6,84,111,69,16,116
12,1,5,15,107,33,11,144,0
19,8,5,3,68,30,9,0,92
8,10,5,15,187,68,0,270,0
10,4,5,5,10,101,9,73,34
19,6,5,2,94,30,0,0,126
15,10,6,10,143,34,16,140,31
9,1,5,6,37,28,0,71,0
9,6,2,79,318,1017,93,1213,108
10,8,2,95,367,954,108,1308,0
16,4,2,16,1266,1091,0,0,2373
17,10,1,660,10010,3086,1058,7597,5101
13,8,2,169,1504,1117,200,1944,646
20,4,2,9,2099,497,0,0,2605
14,8,3,55,642,416,80,706,327
6,7,4,19,87,41,0,147,0
16,7,3,31,529,362,73,386,463
10,10,4,147,391,361,0,899,0
16,10,3,170,2356,649,201,2108,866
